20,NaN,NaN,NaN
40,NaN,NaN,NaN
40,NaN,NaN,NaN
60,NaN,NaN,NaN
60,NaN,NaN,NaN
80,NaN,NaN,NaN
80,NaN,NaN,NaN
100,NaN,NaN,NaN
100,NaN,NaN,NaN
120,NaN,NaN,NaN
120,NaN,NaN,NaN
140,NaN,NaN,NaN
140,NaN,NaN,NaN
160,NaN,NaN,NaN
160,NaN,NaN,NaN
180,NaN,NaN,NaN
180,NaN,NaN,NaN
200,NaN,NaN,NaN
200,NaN,NaN,NaN
220,NaN,NaN,NaN
220,NaN,NaN,NaN
240,NaN,NaN,NaN
240,NaN,NaN,NaN
260,NaN,NaN,NaN
260,NaN,NaN,NaN
280,NaN,NaN,NaN
280,NaN,NaN,NaN
300,NaN,NaN,NaN
300,NaN,NaN,NaN
320,NaN,NaN,NaN
320,NaN,NaN,NaN
340,NaN,NaN,NaN
340,NaN,NaN,NaN
360,NaN,NaN,NaN
360,NaN,NaN,NaN
380,NaN,NaN,NaN
380,NaN,NaN,NaN
400,NaN,NaN,NaN
400,NaN,NaN,NaN
420,NaN,NaN,NaN
420,NaN,NaN,NaN
440,NaN,NaN,NaN
440,NaN,NaN,NaN
460,NaN,NaN,NaN
460,NaN,NaN,NaN
480,NaN,NaN,NaN
480,NaN,NaN,NaN
500,NaN,NaN,NaN
500,NaN,NaN,NaN
520,NaN,NaN,NaN
520,NaN,NaN,NaN
540,NaN,NaN,NaN
540,NaN,NaN,NaN
560,NaN,NaN,NaN
560,NaN,NaN,NaN
580,NaN,NaN,NaN
580,NaN,NaN,NaN
600,NaN,NaN,NaN
600,NaN,NaN,NaN
620,NaN,NaN,NaN
620,NaN,NaN,NaN
640,NaN,NaN,NaN
640,NaN,NaN,NaN
660,NaN,NaN,NaN
660,NaN,NaN,NaN
680,NaN,NaN,NaN
680,NaN,NaN,NaN
700,NaN,NaN,NaN
700,NaN,NaN,NaN
720,NaN,NaN,NaN
720,NaN,NaN,NaN
740,NaN,NaN,NaN
740,NaN,NaN,NaN
760,NaN,NaN,NaN
760,NaN,NaN,NaN
780,NaN,NaN,NaN
780,NaN,NaN,NaN
800,NaN,NaN,NaN
800,NaN,NaN,NaN
820,NaN,NaN,NaN
820,NaN,NaN,NaN
840,NaN,NaN,NaN
840,NaN,NaN,NaN
860,NaN,NaN,NaN
860,NaN,NaN,NaN
880,NaN,NaN,NaN
880,NaN,NaN,NaN
900,NaN,NaN,NaN
900,NaN,NaN,NaN
920,NaN,NaN,NaN
920,NaN,NaN,NaN
940,NaN,NaN,NaN
940,NaN,NaN,NaN
960,NaN,NaN,NaN
960,NaN,NaN,NaN
980,NaN,NaN,NaN
980,NaN,NaN,NaN
1000,NaN,NaN,NaN
1000,NaN,NaN,NaN
1020,NaN,NaN,NaN
1020,NaN,NaN,NaN
1040,NaN,NaN,NaN
